		Sample ID	Filename	File Size	Release	Haplotype	AWS FASTA	Biosample Accession	Family ID	FASTA MD5	FASTA SHA-256	Population Abbreviation	Population Descriptor
		HG03098	HG03098_pat_hprc_r2_v1.0.1.fa.gz	866799309	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03098/assemblies/freeze_2/HG03098_pat_hprc_r2_v1.0.1.fa.gz	SAMN13957944	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03098/assemblies/freeze_2/HG03098_pat_hprc_r2_v1.0.1.fa.gz.md5	N/A	MSL	Mende in Sierra Leone
		HG03130	HG03130_hap2_hprc_r2_v1.0.1.fa.gz	902648397	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03130/assemblies/freeze_2/HG03130_hap2_hprc_r2_v1.0.1.fa.gz	SAMN33758791	NG36	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03130/assemblies/freeze_2/HG03130_hap2_hprc_r2_v1.0.1.fa.gz.md5	N/A	ESN	Esan in Nigeria
		HG03130	HG03130_hap1_hprc_r2_v1.0.1.fa.gz	872882661	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03130/assemblies/freeze_2/HG03130_hap1_hprc_r2_v1.0.1.fa.gz	SAMN33758791	NG36	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03130/assemblies/freeze_2/HG03130_hap1_hprc_r2_v1.0.1.fa.gz.md5	N/A	ESN	Esan in Nigeria
		HG03139	HG03139_hap2_hprc_r2_v1.0.1.fa.gz	902002778	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03139/assemblies/freeze_2/HG03139_hap2_hprc_r2_v1.0.1.fa.gz	SAMN33758792	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03139/assemblies/freeze_2/HG03139_hap2_hprc_r2_v1.0.1.fa.gz.md5	N/A	ESN	Esan in Nigeria
		HG03139	HG03139_hap1_hprc_r2_v1.0.1.fa.gz	866953090	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03139/assemblies/freeze_2/HG03139_hap1_hprc_r2_v1.0.1.fa.gz	SAMN33758792	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03139/assemblies/freeze_2/HG03139_hap1_hprc_r2_v1.0.1.fa.gz.md5	N/A	ESN	Esan in Nigeria
		HG03195	HG03195_hap2_hprc_r2_v1.0.1.fa.gz	902736666	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03195/assemblies/freeze_2/HG03195_hap2_hprc_r2_v1.0.1.fa.gz	SAMN33621956	NG58	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03195/assemblies/freeze_2/HG03195_hap2_hprc_r2_v1.0.1.fa.gz.md5	N/A	ESN	Esan in Nigeria
		HG03195	HG03195_hap1_hprc_r2_v1.0.1.fa.gz	901306809	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03195/assemblies/freeze_2/HG03195_hap1_hprc_r2_v1.0.1.fa.gz	SAMN33621956	NG58	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03195/assemblies/freeze_2/HG03195_hap1_hprc_r2_v1.0.1.fa.gz.md5	N/A	ESN	Esan in Nigeria
		HG03209	HG03209_hap2_hprc_r2_v1.0.1.fa.gz	902377435	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03209/assemblies/freeze_2/HG03209_hap2_hprc_r2_v1.0.1.fa.gz	SAMN33758793	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03209/assemblies/freeze_2/HG03209_hap2_hprc_r2_v1.0.1.fa.gz.md5	N/A	MSL	Mende in Sierra Leone
		HG03209	HG03209_hap1_hprc_r2_v1.0.1.fa.gz	867139528	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03209/assemblies/freeze_2/HG03209_hap1_hprc_r2_v1.0.1.fa.gz	SAMN33758793	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03209/assemblies/freeze_2/HG03209_hap1_hprc_r2_v1.0.1.fa.gz.md5	N/A	MSL	Mende in Sierra Leone
		HG03225	HG03225_hap2_hprc_r2_v1.0.1.fa.gz	902897038	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03225/assemblies/freeze_2/HG03225_hap2_hprc_r2_v1.0.1.fa.gz	SAMN33621957	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03225/assemblies/freeze_2/HG03225_hap2_hprc_r2_v1.0.1.fa.gz.md5	N/A	MSL	Mende in Sierra Leone
		HG03225	HG03225_hap1_hprc_r2_v1.0.1.fa.gz	867965503	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03225/assemblies/freeze_2/HG03225_hap1_hprc_r2_v1.0.1.fa.gz	SAMN33621957	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03225/assemblies/freeze_2/HG03225_hap1_hprc_r2_v1.0.1.fa.gz.md5	N/A	MSL	Mende in Sierra Leone
		HG03239	HG03239_mat_hprc_r2_v1.0.1.fa.gz	899278876	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03239/assemblies/freeze_2/HG03239_mat_hprc_r2_v1.0.1.fa.gz	SAMN33758794	PK41	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03239/assemblies/freeze_2/HG03239_mat_hprc_r2_v1.0.1.fa.gz.md5	N/A	PJL	Punjabi in Lahore, Pakistan
		HG03239	HG03239_pat_hprc_r2_v1.0.1.fa.gz	900399413	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03239/assemblies/freeze_2/HG03239_pat_hprc_r2_v1.0.1.fa.gz	SAMN33758794	PK41	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03239/assemblies/freeze_2/HG03239_pat_hprc_r2_v1.0.1.fa.gz.md5	N/A	PJL	Punjabi in Lahore, Pakistan
		HG03270	HG03270_hap2_hprc_r2_v1.0.1.fa.gz	902714783	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03270/assemblies/freeze_2/HG03270_hap2_hprc_r2_v1.0.1.fa.gz	SAMN41021631	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03270/assemblies/freeze_2/HG03270_hap2_hprc_r2_v1.0.1.fa.gz.md5	N/A	ESN	Esan in Nigeria
		HG03270	HG03270_hap1_hprc_r2_v1.0.1.fa.gz	902410617	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03270/assemblies/freeze_2/HG03270_hap1_hprc_r2_v1.0.1.fa.gz	SAMN41021631	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03270/assemblies/freeze_2/HG03270_hap1_hprc_r2_v1.0.1.fa.gz.md5	N/A	ESN	Esan in Nigeria
		HG03369	HG03369_hap2_hprc_r2_v1.0.1.fa.gz	900415841	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03369/assemblies/freeze_2/HG03369_hap2_hprc_r2_v1.0.1.fa.gz	SAMN41021668	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03369/assemblies/freeze_2/HG03369_hap2_hprc_r2_v1.0.1.fa.gz.md5	N/A	ESN	Esan in Nigeria
		HG03369	HG03369_hap1_hprc_r2_v1.0.1.fa.gz	904644493	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03369/assemblies/freeze_2/HG03369_hap1_hprc_r2_v1.0.1.fa.gz	SAMN41021668	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03369/assemblies/freeze_2/HG03369_hap1_hprc_r2_v1.0.1.fa.gz.md5	N/A	ESN	Esan in Nigeria
		HG03453	HG03453.maternal.f1_assembly_v2_genbank.fa.gz	878260657	1	maternal	s3://human-pangenomics/working/HPRC/HG03453/assemblies/year1_f1_assembly_v2_genbank/HG03453.maternal.f1_assembly_v2_genbank.fa.gz	SAMN17861668	SL50	N/A	90270031da8ec5bfddf339a3eb7b37c8a5326adf6ecb51896f523e9bb4befc5c	MSL	Mende in Sierra Leone
		HG03453	HG03453_mat_hprc_r2_v1.0.1.fa.gz	903987011	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03453/assemblies/freeze_2/HG03453_mat_hprc_r2_v1.0.1.fa.gz	SAMN17861668	SL50	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03453/assemblies/freeze_2/HG03453_mat_hprc_r2_v1.0.1.fa.gz.md5	N/A	MSL	Mende in Sierra Leone
		HG03453	HG03453.paternal.f1_assembly_v2_genbank.fa.gz	877532856	1	paternal	s3://human-pangenomics/working/HPRC/HG03453/assemblies/year1_f1_assembly_v2_genbank/HG03453.paternal.f1_assembly_v2_genbank.fa.gz	SAMN17861668	SL50	N/A	216654a6de2dcb85fe1c658c26106efc04b9980ac2fd76197f45bea1f4069ca1	MSL	Mende in Sierra Leone
		HG03453	HG03453_pat_hprc_r2_v1.0.1.fa.gz	904070925	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03453/assemblies/freeze_2/HG03453_pat_hprc_r2_v1.0.1.fa.gz	SAMN17861668	SL50	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03453/assemblies/freeze_2/HG03453_pat_hprc_r2_v1.0.1.fa.gz.md5	N/A	MSL	Mende in Sierra Leone
		HG03470	HG03470_hap2_hprc_r2_v1.0.1.fa.gz	903785466	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03470/assemblies/freeze_2/HG03470_hap2_hprc_r2_v1.0.1.fa.gz	SAMN37797110	SL56	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03470/assemblies/freeze_2/HG03470_hap2_hprc_r2_v1.0.1.fa.gz.md5	N/A	MSL	Mende in Sierra Leone
		HG03470	HG03470_hap1_hprc_r2_v1.0.1.fa.gz	904490469	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03470/assemblies/freeze_2/HG03470_hap1_hprc_r2_v1.0.1.fa.gz	SAMN37797110	SL56	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03470/assemblies/freeze_2/HG03470_hap1_hprc_r2_v1.0.1.fa.gz.md5	N/A	MSL	Mende in Sierra Leone
		HG03471	HG03471_hap2_hprc_r2_v1.0.1.fa.gz	902168661	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03471/assemblies/freeze_2/HG03471_hap2_hprc_r2_v1.0.1.fa.gz	SAMN17861669	SL56i	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03471/assemblies/freeze_2/HG03471_hap2_hprc_r2_v1.0.1.fa.gz.md5	N/A	MSL	Mende in Sierra Leone
		HG03471	HG03471_hap1_hprc_r2_v1.0.1.fa.gz	871611317	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03471/assemblies/freeze_2/HG03471_hap1_hprc_r2_v1.0.1.fa.gz	SAMN17861669	SL56i	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03471/assemblies/freeze_2/HG03471_hap1_hprc_r2_v1.0.1.fa.gz.md5	N/A	MSL	Mende in Sierra Leone
		HG03486	HG03486.maternal.f1_assembly_v2_genbank.fa.gz	876780141	1	maternal	s3://human-pangenomics/working/HPRC_PLUS/HG03486/assemblies/year1_f1_assembly_v2_genbank/HG03486.maternal.f1_assembly_v2_genbank.fa.gz	SAMN08723473	Unspecified	N/A	3c99085badabfff138857d5a7f17750ca2faaf72d6be21c113f60423f75d7861	MSL	Mende in Sierra Leone
		HG03486	HG03486_mat_hprc_r2_v1.0.1.fa.gz	903110885	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03486/assemblies/freeze_2/HG03486_mat_hprc_r2_v1.0.1.fa.gz	SAMN08723473	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03486/assemblies/freeze_2/HG03486_mat_hprc_r2_v1.0.1.fa.gz.md5	N/A	MSL	Mende in Sierra Leone
		HG03486	HG03486.paternal.f1_assembly_v2_genbank.fa.gz	877782359	1	paternal	s3://human-pangenomics/working/HPRC_PLUS/HG03486/assemblies/year1_f1_assembly_v2_genbank/HG03486.paternal.f1_assembly_v2_genbank.fa.gz	SAMN08723473	Unspecified	N/A	666e46977bb17f9311cf0ec147b884407b81711b68f8d46e3da7d273a8fe5a18	MSL	Mende in Sierra Leone
		HG03486	HG03486_pat_hprc_r2_v1.0.1.fa.gz	904918654	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03486/assemblies/freeze_2/HG03486_pat_hprc_r2_v1.0.1.fa.gz	SAMN08723473	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03486/assemblies/freeze_2/HG03486_pat_hprc_r2_v1.0.1.fa.gz.md5	N/A	MSL	Mende in Sierra Leone
		HG03492	HG03492.maternal.f1_assembly_v2_genbank.fa.gz	873895270	1	maternal	s3://human-pangenomics/working/HPRC_PLUS/HG03492/assemblies/year1_f1_assembly_v2_genbank/HG03492.maternal.f1_assembly_v2_genbank.fa.gz	Unspecified	Unspecified	N/A	65e038a0afc14b2d9fbc5c5cf1d99f77de324821a4b2d05fd3a7f90878496b18	Unspecified	Unspecified
		HG03492	HG03492.paternal.f1_assembly_v2_genbank.fa.gz	839140671	1	paternal	s3://human-pangenomics/working/HPRC_PLUS/HG03492/assemblies/year1_f1_assembly_v2_genbank/HG03492.paternal.f1_assembly_v2_genbank.fa.gz	Unspecified	Unspecified	N/A	ec35b2f88d4eee51ceea12cda6ccea9e41ed83576ba3c03318bf7c2aad98e0b7	Unspecified	Unspecified
		HG03516	HG03516.maternal.f1_assembly_v2_genbank.fa.gz	876662271	1	maternal	s3://human-pangenomics/working/HPRC/HG03516/assemblies/year1_f1_assembly_v2_genbank/HG03516.maternal.f1_assembly_v2_genbank.fa.gz	SAMN17861241	NG107	N/A	2111e2c19f255d1d4fff49acddfd26d88ff250eafed707d12fe762290b5083fe	ESN	Esan in Nigeria
		HG03516	HG03516_mat_hprc_r2_v1.1.0.fa.gz	900992461	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03516/assemblies/freeze_2/HG03516_mat_hprc_r2_v1.1.0.fa.gz	SAMN17861241	NG107	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03516/assemblies/freeze_2/HG03516_mat_hprc_r2_v1.1.0.fa.gz.md5	N/A	ESN	Esan in Nigeria
		HG03516	HG03516.paternal.f1_assembly_v2_genbank.fa.gz	880345500	1	paternal	s3://human-pangenomics/working/HPRC/HG03516/assemblies/year1_f1_assembly_v2_genbank/HG03516.paternal.f1_assembly_v2_genbank.fa.gz	SAMN17861241	NG107	N/A	4af17c33a89bf46570b4baf731891183377f50adfe47ba62a46b10b05cf2b279	ESN	Esan in Nigeria
		HG03516	HG03516_pat_hprc_r2_v1.1.0.fa.gz	903789573	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03516/assemblies/freeze_2/HG03516_pat_hprc_r2_v1.1.0.fa.gz	SAMN17861241	NG107	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03516/assemblies/freeze_2/HG03516_pat_hprc_r2_v1.1.0.fa.gz.md5	N/A	ESN	Esan in Nigeria
		HG03521	HG03521_hap2_hprc_r2_v1.0.1.fa.gz	912031481	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03521/assemblies/freeze_2/HG03521_hap2_hprc_r2_v1.0.1.fa.gz	SAMN41021651	NG109	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03521/assemblies/freeze_2/HG03521_hap2_hprc_r2_v1.0.1.fa.gz.md5	N/A	ESN	Esan in Nigeria
		HG03521	HG03521_hap1_hprc_r2_v1.0.1.fa.gz	865303241	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03521/assemblies/freeze_2/HG03521_hap1_hprc_r2_v1.0.1.fa.gz	SAMN41021651	NG109	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03521/assemblies/freeze_2/HG03521_hap1_hprc_r2_v1.0.1.fa.gz.md5	N/A	ESN	Esan in Nigeria
		HG03540	HG03540.maternal.f1_assembly_v2_genbank.fa.gz	877007269	1	maternal	s3://human-pangenomics/working/HPRC/HG03540/assemblies/year1_f1_assembly_v2_genbank/HG03540.maternal.f1_assembly_v2_genbank.fa.gz	SAMN17861670	GB125	N/A	d34b271a2d0a152367a88bb1cc44984c960c76440d514ab7c781825bca561bfa	GWD	Gambian in Western Division Ð Mandinka
		HG03540	HG03540_mat_hprc_r2_v1.0.1.fa.gz	903188607	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03540/assemblies/freeze_2/HG03540_mat_hprc_r2_v1.0.1.fa.gz	SAMN17861670	GB125	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03540/assemblies/freeze_2/HG03540_mat_hprc_r2_v1.0.1.fa.gz.md5	N/A	GWD	Gambian in Western Division Ð Mandinka
		HG03540	HG03540.paternal.f1_assembly_v2_genbank.fa.gz	881131584	1	paternal	s3://human-pangenomics/working/HPRC/HG03540/assemblies/year1_f1_assembly_v2_genbank/HG03540.paternal.f1_assembly_v2_genbank.fa.gz	SAMN17861670	GB125	N/A	f54577e4ad56113fe88c20d0cf2b15270dee89a6be61b100500d576bc9592866	GWD	Gambian in Western Division Ð Mandinka
		HG03540	HG03540_pat_hprc_r2_v1.0.1.fa.gz	905033361	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03540/assemblies/freeze_2/HG03540_pat_hprc_r2_v1.0.1.fa.gz	SAMN17861670	GB125	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03540/assemblies/freeze_2/HG03540_pat_hprc_r2_v1.0.1.fa.gz.md5	N/A	GWD	Gambian in Western Division Ð Mandinka
		HG03579	HG03579.maternal.f1_assembly_v2_genbank.fa.gz	876276191	1	maternal	s3://human-pangenomics/working/HPRC/HG03579/assemblies/year1_f1_assembly_v2_genbank/HG03579.maternal.f1_assembly_v2_genbank.fa.gz	SAMN17861671	SL72	N/A	3c7235b26eb89845ab264c83f7e6f2f1103152d186ed1c34108b320735d2d042	MSL	Mende in Sierra Leone
		HG03579	HG03579_mat_hprc_r2_v1.0.1.fa.gz	902765424	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03579/assemblies/freeze_2/HG03579_mat_hprc_r2_v1.0.1.fa.gz	SAMN17861671	SL72	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03579/assemblies/freeze_2/HG03579_mat_hprc_r2_v1.0.1.fa.gz.md5	N/A	MSL	Mende in Sierra Leone
		HG03579	HG03579.paternal.f1_assembly_v2_genbank.fa.gz	842740339	1	paternal	s3://human-pangenomics/working/HPRC/HG03579/assemblies/year1_f1_assembly_v2_genbank/HG03579.paternal.f1_assembly_v2_genbank.fa.gz	SAMN17861671	SL72	N/A	4017846771e288f873e53783dfb28b29435f71f4afc82ee6678e646cc52495aa	MSL	Mende in Sierra Leone
		HG03579	HG03579_pat_hprc_r2_v1.0.1.fa.gz	867402486	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03579/assemblies/freeze_2/HG03579_pat_hprc_r2_v1.0.1.fa.gz	SAMN17861671	SL72	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03579/assemblies/freeze_2/HG03579_pat_hprc_r2_v1.0.1.fa.gz.md5	N/A	MSL	Mende in Sierra Leone
		HG03583	HG03583_hap2_hprc_r2_v1.0.1.fa.gz	900446283	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03583/assemblies/freeze_2/HG03583_hap2_hprc_r2_v1.0.1.fa.gz	SAMN41021645	SL73	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03583/assemblies/freeze_2/HG03583_hap2_hprc_r2_v1.0.1.fa.gz.md5	N/A	MSL	Mende in Sierra Leone
		HG03583	HG03583_hap1_hprc_r2_v1.0.1.fa.gz	901063066	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03583/assemblies/freeze_2/HG03583_hap1_hprc_r2_v1.0.1.fa.gz	SAMN41021645	SL73	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03583/assemblies/freeze_2/HG03583_hap1_hprc_r2_v1.0.1.fa.gz.md5	N/A	MSL	Mende in Sierra Leone
		HG03654	HG03654_mat_hprc_r2_v1.0.1.fa.gz	902785280	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03654/assemblies/freeze_2/HG03654_mat_hprc_r2_v1.0.1.fa.gz	SAMN26237511	PK53	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03654/assemblies/freeze_2/HG03654_mat_hprc_r2_v1.0.1.fa.gz.md5	N/A	PJL	Punjabi in Lahore, Pakistan
		HG03654	HG03654_pat_hprc_r2_v1.0.1.fa.gz	864254922	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03654/assemblies/freeze_2/HG03654_pat_hprc_r2_v1.0.1.fa.gz	SAMN26237511	PK53	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03654/assemblies/freeze_2/HG03654_pat_hprc_r2_v1.0.1.fa.gz.md5	N/A	PJL	Punjabi in Lahore, Pakistan
		HG03669	HG03669_mat_hprc_r2_v1.0.1.fa.gz	900648906	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03669/assemblies/freeze_2/HG03669_mat_hprc_r2_v1.0.1.fa.gz	SAMN26237512	PK58	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03669/assemblies/freeze_2/HG03669_mat_hprc_r2_v1.0.1.fa.gz.md5	N/A	PJL	Punjabi in Lahore, Pakistan
		HG03669	HG03669_pat_hprc_r2_v1.0.1.fa.gz	901526719	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03669/assemblies/freeze_2/HG03669_pat_hprc_r2_v1.0.1.fa.gz	SAMN26237512	PK58	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03669/assemblies/freeze_2/HG03669_pat_hprc_r2_v1.0.1.fa.gz.md5	N/A	PJL	Punjabi in Lahore, Pakistan
		HG03688	HG03688_mat_hprc_r2_v1.0.1.fa.gz	901917021	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03688/assemblies/freeze_2/HG03688_mat_hprc_r2_v1.0.1.fa.gz	SAMN26267385	ST016	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03688/assemblies/freeze_2/HG03688_mat_hprc_r2_v1.0.1.fa.gz.md5	N/A	STU	Sri Lankan Tamil in the UK
		HG03688	HG03688_pat_hprc_r2_v1.0.1.fa.gz	864973436	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03688/assemblies/freeze_2/HG03688_pat_hprc_r2_v1.0.1.fa.gz	SAMN26267385	ST016	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03688/assemblies/freeze_2/HG03688_pat_hprc_r2_v1.0.1.fa.gz.md5	N/A	STU	Sri Lankan Tamil in the UK
